,source,target,weight
629,Gabon,Sudan,0.022727272727272728
630,Mali,Chad,0.022321428571428572
631,Italy,Spain,0.023965141612200435
632,Guinea,Madagascar,0.005154639175257732
633,Kuwait,Libya,0.010638297872340425
634,Malaysia,Brunei,0.03164556962025317
635,Uganda,Chad,0.0036363636363636364
636,Algeria,Armenia,0.0037735849056603774
637,Poland,Portugal,0.008
638,Denmark,Georgia,0.007712082262210797
639,Sweden,Indonesia,0.0018867924528301887
640,Zambia,Saudi Arabia,0.0028328611898017
641,Niger,Botswana,0.037037037037037035
642,Gotland,Falkland Islands,0.18181818181818182
643,Republic of Ireland,Denmark,0.021367521367521368
644,Vietnam Republic,Philippines,0.024390243902439025
645,Botswana,Mali,0.011627906976744186
646,Rwanda,Burundi,0.04819277108433735
647,Morocco,Thailand,0.0036101083032490976
648,Norway,Lithuania,0.006369426751592357
649,Philippines,Fiji,0.011764705882352941
650,Norway,France,0.01592356687898089
651,Curaçao,Puerto Rico,0.015037593984962405
652,New Zealand,Israel,0.006097560975609756
653,Luxembourg,Germany,0.020833333333333332
654,Madagascar,Tunisia,0.008849557522123894
655,Ivory Coast,Zambia,0.00967741935483871
656,Croatia,North Macedonia,0.030456852791878174
657,Lithuania,Georgia,0.02727272727272727
658,Tamil Eelam,Romani people,0.08333333333333333
659,Argentina,Switzerland,0.008680555555555556
660,Myanmar,Tajikistan,0.0049261083743842365
661,Jordan,Egypt,0.005988023952095809
662,Saudi Arabia,Malaysia,0.026706231454005934
663,Nicaragua,Dominican Republic,0.02127659574468085
664,Russia,Finland,0.03504043126684636
665,Ghana,Central African Republic,0.006493506493506494
666,Togo,Senegal,0.058394160583941604
667,French Guiana,Turks and Caicos Islands,0.018518518518518517
668,Philippines,Mongolia,0.023529411764705882
669,Tanzania,Central African Republic,0.012578616352201259
670,DR Congo,Gabon,0.02631578947368421
671,Sudan,Niger,0.006802721088435374
672,Syria,Kuwait,0.06134969325153374
673,Sweden,Nigeria,0.0037735849056603774
674,England,Morocco,0.0016420361247947454
675,Greece,Malta,0.034934497816593885
676,Belgium,Canada,0.005449591280653951
677,South Africa,Denmark,0.0049504950495049506
678,Brazil,Cameroon,0.0075528700906344415
679,Cuba,Puerto Rico,0.02962962962962963
680,Moldova,Wales,0.018518518518518517
681,Cameroon,Indonesia,0.0038461538461538464
682,Qatar,Turkmenistan,0.011764705882352941
683,Croatia,Malta,0.04568527918781726
684,Ivory Coast,Uganda,0.0064516129032258064
685,Tahiti,New Caledonia,0.18604651162790697
686,Republic of Ireland,Poland,0.02564102564102564
687,Chile,Finland,0.003246753246753247
688,Bolivia,Nicaragua,0.018018018018018018
689,England,Greece,0.011494252873563218
690,Ghana,Sierra Leone,0.02922077922077922
691,Armenia,North Macedonia,0.06451612903225806
692,Macau,Cambodia,0.047619047619047616
693,Benin,Cameroon,0.013157894736842105
694,Libya,Mali,0.02877697841726619
695,Italy,Russia,0.010893246187363835
696,Barbados,Saint Vincent and the Grenadines,0.011235955056179775
697,England,Wales,0.11330049261083744
698,Provence,Darfur,0.16666666666666666
699,Kernow,Jersey,0.5714285714285714
700,Zimbabwe,Mozambique,0.05945945945945946
701,Kyrgyzstan,India,0.01818181818181818
702,Iran,Sri Lanka,0.005917159763313609
703,Portugal,Czech Republic,0.01488095238095238
704,England,Poland,0.019704433497536946
705,Australia,Bahrain,0.02097902097902098
706,Bangladesh,Nepal,0.17333333333333334
707,Brazil,Hong Kong,0.0015105740181268882
708,Felvidék,Székely Land,0.4
709,Cameroon,Brazil,0.007692307692307693
710,Ukraine,Cyprus,0.013986013986013986
711,Montenegro,Lebanon,0.0196078431372549
712,Vietnam,Turkmenistan,0.008695652173913044
713,Turkmenistan,Iran,0.01694915254237288
714,Dominican Republic,Cuba,0.018867924528301886
715,Cyprus,Moldova,0.013157894736842105
716,Hungary,Bolivia,0.004310344827586207
717,Tunisia,Australia,0.0035460992907801418
718,Haiti,Antigua and Barbuda,0.0392156862745098
719,Qatar,Paraguay,0.00392156862745098
720,Vanuatu,Samoa,0.06153846153846154
721,Turkmenistan,Lebanon,0.01694915254237288
722,Comoros,Maldives,0.07142857142857142
723,Northern Ireland,Czech Republic,0.011299435028248588
724,Qatar,Lebanon,0.03529411764705882
725,French Guiana,Guyana,0.07407407407407407
726,Northern Cyprus,Raetia,0.05
727,Iran,Ghana,0.005917159763313609
728,Oman,Saudi Arabia,0.015151515151515152
729,Portugal,Faroe Islands,0.008928571428571428
730,Northern Ireland,Norway,0.011299435028248588
731,Aruba,Saint Martin,0.03571428571428571
732,Liberia,Gabon,0.013513513513513514
733,Poland,Iceland,0.013333333333333334
734,South Sudan,Equatorial Guinea,0.09090909090909091
735,Jersey,Orkney,0.019736842105263157
736,Finland,German DR,0.009569377990430622
737,Iran,Ukraine,0.0029585798816568047
738,Russia,Armenia,0.01078167115902965
739,Alderney,Guernsey,0.4
740,Sierra Leone,Ghana,0.08139534883720931
741,Finland,Switzerland,0.009569377990430622
742,French Guiana,Antigua and Barbuda,0.037037037037037035
743,Trinidad and Tobago,India,0.009523809523809525
744,Spain,Austria,0.02027027027027027
745,Kazakhstan,Estonia,0.015151515151515152
746,Sudan,Yemen,0.013605442176870748
747,Uganda,Lebanon,0.0036363636363636364
748,Uganda,Sudan,0.04
749,Austria,Slovakia,0.0056657223796034
750,Vanuatu,Guam,0.046153846153846156
751,Lithuania,Armenia,0.01818181818181818
752,Netherlands,Armenia,0.0045662100456621
753,Chile,South Korea,0.003246753246753247
754,Netherlands,Wales,0.0228310502283105
755,Colombia,Germany,0.004016064257028112
756,Azerbaijan,Turkmenistan,0.01694915254237288
757,Kazakhstan,Scotland,0.015151515151515152
758,India,United Arab Emirates,0.010582010582010581
759,Ghana,Sudan,0.02922077922077922
760,India,Bangladesh,0.06349206349206349
761,Cameroon,Togo,0.06153846153846154
762,Scotland,Portugal,0.01020408163265306
763,Portugal,Angola,0.008928571428571428
764,Serbia,Lithuania,0.06756756756756757
765,El Salvador,Belize,0.04712041884816754
766,Vietnam Republic,Myanmar,0.036585365853658534
767,Fiji,Papua New Guinea,0.10619469026548672
768,Algeria,Syria,0.011320754716981131
769,Qatar,China PR,0.027450980392156862
770,Mozambique,Burkina Faso,0.018018018018018018
771,Bhutan,Macau,0.1
772,Italy,Australia,0.002178649237472767
773,Wales,Italy,0.008849557522123894
774,Ivory Coast,Guinea,0.041935483870967745
775,Guinea,Togo,0.05154639175257732
776,Spain,Ivory Coast,0.0022522522522522522
777,Guatemala,Jamaica,0.015789473684210527
778,Slovenia,Northern Ireland,0.027777777777777776
779,Yorkshire,Panjab,0.2
780,Iraq,Yemen DPR,0.006872852233676976
781,Ghana,Nicaragua,0.003246753246753247
782,Belize,Grenada,0.08333333333333333
783,Turkey,Iran,0.02857142857142857
784,Kuwait,Taiwan,0.010638297872340425
785,Rwanda,Equatorial Guinea,0.012048192771084338
786,Chile,Tahiti,0.003246753246753247
787,Czech Republic,Malta,0.04891304347826087
788,Singapore,Afghanistan,0.004761904761904762
789,South Korea,Chile,0.0018975332068311196
790,Australia,Serbia,0.0034965034965034965
791,China PR,Fiji,0.0029154518950437317
792,France,Spain,0.02832244008714597
793,Switzerland,Malta,0.016233766233766232
794,India,Namibia,0.005291005291005291
795,Sweden,North Macedonia,0.005660377358490566
796,Zambia,North Korea,0.0028328611898017
797,Luxembourg,Lithuania,0.08333333333333333
798,Togo,Zimbabwe,0.0072992700729927005
799,Antigua and Barbuda,British Virgin Islands,0.04225352112676056
800,Sierra Leone,Djibouti,0.011627906976744186
801,Romania,Greece,0.05263157894736842
802,Guinea-Bissau,Guinea,0.08
803,DR Congo,Iran,0.005263157894736842
804,Belgium,Estonia,0.02452316076294278
805,Portugal,Finland,0.017857142857142856
806,Denmark,England,0.010282776349614395
807,New Zealand,Jordan,0.006097560975609756
808,Wales,Israel,0.01327433628318584
809,Paraguay,United Arab Emirates,0.0037593984962406013
810,Poland,Czech Republic,0.010666666666666666
811,Republic of Ireland,Croatia,0.008547008547008548
812,Faroe Islands,San Marino,0.04081632653061224
813,Costa Rica,Sweden,0.003257328990228013
814,Tanzania,Eswatini,0.006289308176100629
815,Dominica,Barbados,0.04
816,China PR,Morocco,0.0029154518950437317
817,Gibraltar,San Marino,0.02857142857142857
818,Iraq,Indonesia,0.027491408934707903
819,Turkey,Gibraltar,0.00816326530612245
820,Egypt,North Korea,0.0027472527472527475
821,Bulgaria,Czechoslovakia,0.027237354085603113
822,Morocco,Benin,0.018050541516245487
823,Indonesia,New Zealand,0.0072992700729927005
824,Cuba,Belize,0.014814814814814815
825,Jamaica,Canada,0.028688524590163935
826,Wales,Qatar,0.004424778761061947
827,Angola,Gabon,0.08208955223880597
828,Switzerland,Gibraltar,0.006493506493506494
829,Iran,Laos,0.008875739644970414
830,England,Belgium,0.027914614121510674
831,Croatia,Switzerland,0.015228426395939087
832,Russia,Malta,0.008086253369272238
833,North Macedonia,Ecuador,0.011494252873563218
834,Tunisia,Zambia,0.031914893617021274
835,England,Luxembourg,0.014778325123152709
836,Chile,Saudi Arabia,0.003246753246753247
837,Bangladesh,Laos,0.013333333333333334
838,Syria,Indonesia,0.024539877300613498
839,Japan,Syria,0.0291005291005291
840,Libya,Eswatini,0.014388489208633094
841,Sudan,Mozambique,0.013605442176870748
842,Turkmenistan,Taiwan,0.05084745762711865
843,Czechoslovakia,Belgium,0.022123893805309734
844,Denmark,Bosnia and Herzegovina,0.005141388174807198
845,Peru,South Korea,0.0043859649122807015
846,Comoros,Chad,0.03571428571428571
847,Canada,Guadeloupe,0.005988023952095809
848,Mexico,Saudi Arabia,0.010040160642570281
849,Iran,Australia,0.008875739644970414
850,Wales,France,0.004424778761061947
851,Zambia,Madagascar,0.0226628895184136
852,Romania,Israel,0.03715170278637771
853,Vietnam Republic,Hong Kong,0.04878048780487805
854,Portugal,Cyprus,0.02976190476190476
855,Hong Kong,Timor-Leste,0.015384615384615385
856,Azerbaijan,Georgia,0.03389830508474576
857,Mozambique,Libya,0.009009009009009009
858,Trinidad and Tobago,Iraq,0.0031746031746031746
859,Gambia,Benin,0.014925373134328358
860,North Korea,Palestine,0.012422360248447204
861,Libya,Botswana,0.014388489208633094
862,Brazil,Italy,0.012084592145015106
863,Brazil,Sweden,0.015105740181268883
864,Uruguay,Turkey,0.002380952380952381
865,Guadeloupe,Turks and Caicos Islands,0.01818181818181818
866,Guinea,Iran,0.005154639175257732
867,Iraq,Ethiopia,0.003436426116838488
868,Philippines,Afghanistan,0.011764705882352941
869,Burundi,Tanzania,0.12903225806451613
870,DR Congo,Cameroon,0.03684210526315789
871,Guadeloupe,Honduras,0.00909090909090909
872,Azerbaijan,Belarus,0.03389830508474576
873,Basque Country,Honduras,0.02631578947368421
874,Colombia,Honduras,0.020080321285140562
875,Uruguay,Tahiti,0.002380952380952381
876,Czech Republic,Slovakia,0.04891304347826087
877,Burkina Faso,Cameroon,0.006711409395973154
878,Paraguay,North Korea,0.0037593984962406013
879,Slovakia,Greece,0.007194244604316547
880,Hong Kong,Myanmar,0.015384615384615385
881,Paraguay,South Korea,0.0037593984962406013
882,Slovakia,Jordan,0.007194244604316547
883,Occitania,Cilento,0.05263157894736842
884,Japan,Palestine,0.0026455026455026454
885,Kosovo,Monaco,0.034482758620689655
886,Namibia,Zambia,0.014925373134328358
887,Yemen,Maldives,0.0625
888,Silesia,Czechoslovakia,0.3333333333333333
889,Martinique,Saint Lucia,0.09027777777777778
890,Saint Vincent and the Grenadines,Bonaire,0.012987012987012988
891,Panama,Nicaragua,0.10588235294117647
892,Haiti,French Guiana,0.004901960784313725
893,Latvia,Kazakhstan,0.015873015873015872
894,Costa Rica,Haiti,0.019543973941368076
895,Mali,Libya,0.013392857142857142
896,Estonia,Indonesia,0.007633587786259542
897,Nigeria,South Africa,0.023728813559322035
898,Netherlands,Faroe Islands,0.00228310502283105
899,Saint Lucia,Dominica,0.25
900,Portugal,Belgium,0.017857142857142856
901,Malaysia,Solomon Islands,0.0031645569620253164
902,Cameroon,Luxembourg,0.0038461538461538464
903,Japan,Cyprus,0.0026455026455026454
904,Morocco,Romania,0.0036101083032490976
905,German DR,Cuba,0.007142857142857143
906,Honduras,United States,0.01694915254237288
907,Kuwait,Tunisia,0.0035460992907801418
908,Malawi,Zanzibar,0.05581395348837209
909,Libya,Benin,0.014388489208633094
910,Venezuela,Mexico,0.017857142857142856
911,Luxembourg,San Marino,0.041666666666666664
912,Bangladesh,India,0.04
913,Ecuador,Argentina,0.02857142857142857
914,Nepal,Afghanistan,0.04918032786885246
915,Mali,Angola,0.008928571428571428
916,Somalia,Zanzibar,0.2
917,Sweden,Netherlands,0.01509433962264151
918,United Arab Emirates,Oman,0.06302521008403361
919,Italy,Serbia,0.002178649237472767
920,Slovakia,Slovenia,0.014388489208633094
921,Tunisia,Malawi,0.010638297872340425
922,Northern Ireland,Czechoslovakia,0.011299435028248588
923,United Arab Emirates,Tajikistan,0.004201680672268907
924,Japan,Angola,0.0026455026455026454
925,Brazil,Austria,0.010574018126888218
926,Bulgaria,Thailand,0.0038910505836575876
927,Netherlands,Finland,0.0228310502283105
928,Indonesia,Andorra,0.0036496350364963502
929,Norway,South Korea,0.006369426751592357
930,Finland,Germany,0.004784688995215311
931,Northern Cyprus,Kárpátalja,0.05
932,Switzerland,South Korea,0.003246753246753247
933,Republic of Ireland,Australia,0.004273504273504274
934,Guadeloupe,Trinidad and Tobago,0.01818181818181818
935,Peru,Saudi Arabia,0.0043859649122807015
936,Belgium,Panama,0.0027247956403269754
937,Vietnam Republic,Taiwan,0.036585365853658534
938,Uganda,Morocco,0.007272727272727273
939,South Korea,China PR,0.04364326375711575
940,Ukraine,Tunisia,0.006993006993006993
941,Croatia,Mexico,0.02030456852791878
942,Hungary,German DR,0.017241379310344827
943,Malaysia,South Korea,0.028481012658227847
944,Latvia,Norway,0.007936507936507936
945,Ellan Vannin,Cascadia,0.09090909090909091
946,Burkina Faso,Guadeloupe,0.006711409395973154
947,Estonia,Northern Ireland,0.015267175572519083
948,Italy,United States,0.013071895424836602
949,Iceland,Bahrain,0.006493506493506494
950,Spain,Paraguay,0.0045045045045045045
951,Venezuela,Uruguay,0.044642857142857144
952,France,South Africa,0.006535947712418301
953,Montenegro,Bulgaria,0.058823529411764705
954,Iran,Bangladesh,0.014792899408284023
955,German DR,Scotland,0.02142857142857143
956,Estonia,Saudi Arabia,0.007633587786259542
957,French Guiana,Guatemala,0.018518518518518517
958,Zanzibar,Ethiopia,0.024390243902439025
959,Egypt,New Zealand,0.005494505494505495
960,Hungary,England,0.015086206896551725
961,Somaliland,Székely Land,0.5
962,Czechoslovakia,Malta,0.004424778761061947
963,Portugal,Serbia,0.008928571428571428
964,British Virgin Islands,Saint Barthélemy,0.05555555555555555
965,County of Nice,South Ossetia,0.16666666666666666
966,Philippines,Brunei,0.07058823529411765
967,Ethiopia,Ghana,0.007142857142857143
968,Moldova,Sudan,0.018518518518518517
969,Czech Republic,China PR,0.005434782608695652
970,Myanmar,Kuwait,0.009852216748768473
971,France,Finland,0.02178649237472767
972,Portugal,Austria,0.005952380952380952
973,Qatar,El Salvador,0.00784313725490196
974,Armenia,Latvia,0.016129032258064516
975,German DR,Iceland,0.06428571428571428
976,Uruguay,Singapore,0.002380952380952381
977,Sealand,Raetia,0.25
978,Scotland,South Africa,0.002551020408163265
979,Bahrain,Taiwan,0.005
980,Japan,Jordan,0.007936507936507936
981,Hungary,Moldova,0.008620689655172414
982,Guinea,Guinea-Bissau,0.030927835051546393
983,Netherlands,North Macedonia,0.00684931506849315
984,Spain,Honduras,0.0022522522522522522
985,Rwanda,Eritrea,0.0963855421686747
986,Greece,Cyprus,0.08733624454148471
987,Gibraltar,Republic of St. Pauli,0.02857142857142857
988,Cuba,Mozambique,0.007407407407407408
989,Lithuania,Moldova,0.01818181818181818
990,Guinea,Liberia,0.030927835051546393
991,Rhodes,Frøya,0.09090909090909091
992,Libya,Cameroon,0.007194244604316547
993,Kosovo,Montenegro,0.034482758620689655
994,Syria,India,0.018404907975460124
995,Cambodia,Vietnam Republic,0.04918032786885246
996,France,Croatia,0.013071895424836602
997,Hungary,United States,0.0021551724137931034
998,Gozo,Saint Helena,0.25
999,Rwanda,Djibouti,0.03614457831325301
1000,South Korea,Moldova,0.003795066413662239
1001,Nicaragua,Cayman Islands,0.02127659574468085
1002,Guadeloupe,Dominican Republic,0.00909090909090909
1003,Senegal,Congo,0.021505376344086023
1004,Czechoslovakia,Egypt,0.004424778761061947
1005,Republic of Ireland,South Africa,0.008547008547008548
1006,Myanmar,Israel,0.0049261083743842365
1007,Mozambique,Malawi,0.07207207207207207
1008,Cyprus,Wales,0.02631578947368421
1009,Kazakhstan,Serbia,0.015151515151515152
1010,Philippines,Timor-Leste,0.058823529411764705
1011,Angola,Lesotho,0.05223880597014925
1012,England,Romania,0.0049261083743842365
1013,Burundi,Niger,0.016129032258064516
1014,Honduras,Belize,0.029661016949152543
1015,Bosnia and Herzegovina,Gibraltar,0.02040816326530612
1016,India,Iran,0.005291005291005291
1017,Iceland,Greece,0.006493506493506494
1018,Guadeloupe,Sint Maarten,0.03636363636363636
1019,Faroe Islands,Liechtenstein,0.16326530612244897
1020,Honduras,Curaçao,0.0211864406779661
1021,Central African Republic,Bhutan,0.038461538461538464
1022,Kazakhstan,Moldova,0.045454545454545456
1023,Slovakia,North Macedonia,0.04316546762589928
1024,Denmark,Russia,0.005141388174807198
1025,Costa Rica,Chile,0.019543973941368076
1026,France,Colombia,0.006535947712418301
1027,Brunei,Timor-Leste,0.3684210526315789
1028,Japan,Vietnam,0.013227513227513227
1029,Colombia,Chile,0.04417670682730924
1030,Iceland,Honduras,0.006493506493506494
1031,Brazil,Guatemala,0.0015105740181268882
1032,Mauritius,Uganda,0.02197802197802198
1033,Kenya,Réunion,0.011450381679389313
1034,Spain,Japan,0.0022522522522522522
1035,Norway,Northern Ireland,0.03184713375796178
1036,Austria,Tunisia,0.0056657223796034
1037,Curaçao,Costa Rica,0.03007518796992481
1038,Cuba,Saint Lucia,0.007407407407407408
1039,Ecuador,Qatar,0.011428571428571429
1040,Russia,Uruguay,0.016172506738544475
1041,Mozambique,Mali,0.009009009009009009
1042,Paraguay,Oman,0.0037593984962406013
1043,Eritrea,Mozambique,0.09090909090909091
1044,Georgia,Russia,0.010869565217391304
1045,England,China PR,0.0016420361247947454
1046,Bosnia and Herzegovina,Albania,0.02040816326530612
1047,Guinea,Bermuda,0.005154639175257732
1048,Germany,Wales,0.015410958904109588
1049,Gabon,Equatorial Guinea,0.045454545454545456
1050,Yugoslavia,Iran,0.004484304932735426
1051,Angola,Seychelles,0.007462686567164179
1052,Iran,India,0.014792899408284023
1053,Jordan,Cambodia,0.011976047904191617
1054,Belgium,Luxembourg,0.043596730245231606
